l1,l2Code,l2Name,l3Code,l3Name,l4Code,l4Name,channels
,,,use_info_numchg,번호변경,use_info_numchg_01,번호변경 가능여부 확인,T월드
,,,,,use_info_numchg_02,번호변경 신청,T월드
,,,,,use_info_numchg_03,변경 완료 확인,T월드
,,,use_info_namechg,명의변경,use_info_namechg_01,명의변경 신청 (가족간/제3자),T월드
,,,,,use_info_namechg_02,명의변경 필요서류 안내,T월드
,use_univ,구독 이용/관리,use_univ_use,이용권/쿠폰/바코드 사용,use_univ_use_01,이용권 / 할인 바코드 / 쿠폰 사용,T우주
,,,use_univ_manage,구독 상품 관리,use_univ_manage_01,구독 일시정지/재개,T우주
,,,,,use_univ_manage_02,배송 및 결제 관리,T우주
,,,,,use_univ_manage_03,결제수단 변경,T우주
,use_benefit,혜택 이용 및 관리 (멤버십),use_benefit_card,멤버십 바코드 사용,use_benefit_card_01,바코드 사용,T멤버십
,,,use_benefit_point,포인트 사용 및 관리,use_benefit_point_01,포인트 사용,T멤버십
,,,,,use_benefit_point_02,포인트 조회/통합,T멤버십
,,,,,use_benefit_point_03,포인트 선물,T멤버십
,,,use_benefit_coupon,쿠폰 사용 및 관리,use_benefit_coupon_02,쿠폰 사용,T멤버십
,,,,,use_benefit_coupon_01,쿠폰 조회 및 관리,T멤버십
,,,use_benefit_mission,미션 프로그램 참여,use_benefit_mission_01,출석체크/룰렛/쇼핑적립/돈버는교통·설문/스탬프 응모/참여,T멤버십
,,,,,use_benefit_mission_02,당첨자 발표 확인,T멤버십
,,,,,use_benefit_mission_03,이벤트 상품 수령 정보 입력,T멤버십
,,,use_benefit_tday,혜택 프로그램 이용,use_benefit_tday_01,T Day,T멤버십
,,,,,use_benefit_tday_02,VIP PICK,T멤버십
,,,,,use_benefit_tday_03,클럽 멤버십,T멤버십
,,,,,use_benefit_tday_04,무비,T멤버십
,,,,,use_benefit_tday_05,T장기고객/기프티콘/열린멤버십/글로벌 여행/제휴,T멤버십
,,,use_benefit_welfare,복지/할인 프로그램 사용,use_benefit_welfare_01,장애인 전용 혜택 (복지할인/요금제/고객센터),"고객센터, T멤버십"
,,,,,use_benefit_welfare_02,다자녀 할인,T멤버십
,,,use_benefit_set,멤버십 설정,use_benefit_set_01,관심브랜드 설정/관리,T멤버십
,,,,,use_benefit_set_02,11pay 결제 설정,T멤버십
,,,use_benefit_dash,혜택 조회,use_benefit_dash_01,누적 혜택 조회/실시간 혜택 조회,T멤버십
,,,use_benefit_hist,멤버십 이용내역 조회,use_benefit_hist_01,할인 내역/적립 내역 조회,T멤버십
,use_roam,로밍 서비스 이용 및 관리,use_roam_status,로밍 이용 현황,use_roam_status_01,로밍 데이터 사용량 실시간 조회,T월드
,,,,,use_roam_status_02,로밍 요금 청구 내역 확인,T월드
,,,use_roam_set,로밍 설정 관리,use_roam_setting_01,자동안심 T로밍 설정,T월드
,,,,,use_roam_setting_02,로밍모드 설정,T월드
,use_sec,보안/분실 관리,use_sec_lost,분실/정지/해제,use_sec_lost_01,휴대폰 분실/정지/해제,T월드
,,,use_sec_usim,유심보호/재설정,use_sec_usim_01,유심보호서비스 관리/재설정/교체 예약,T월드
,,,use_sec_prevent,이용자 피해 예방,use_sec_prevent_01,피해 예방 센터/보이스피싱/파밍/사이버침해접수,T월드
,,,use_sec_pause,일시정지,use_sec_pause_01,휴대폰 일시정지/해제,T월드
,,,use_sec_spam,스팸 차단,use_sec_spam_01,스팸 차단 서비스 신청/해제,T월드
,use_cs,고객 지원/CS,use_cs_email,온라인 상담,ent_chat_email_01,이메일 상담,ALL(Digital)
,,,,,ent_chat_bot_01,챗봇 상담,AI
,,,,,use_cs_online_03,FAQ/자주하는 질문,ALL(Digital)
,,,,,use_cs_online_04,상품 문의,"T월드, T다이렉트"
,,,use_cs_app,앱 관리,use_cs_app_01,앱 설정 (회원 정보 설정/위젯 설정),ALL(Digital)
,,,,,use_cs_app_02,알림 관리,ALL(Digital)
,,,use_cs_senior,고령자/접근성 지원,use_cs_senior_01,접근성 관리(고령자 간편 UI-큰 글씨/단순 단계),T월드
,,,,,use_cs_senior_02,고령 가족 대리 처리 지원,"T월드, 고객센터, 유통망"
,,,use_cs_guide,이용 안내 확인,use_cs_guide_01,FAQ/자주하는 질문/이용가이드,ALL(Digital)
,,,,,use_cs_guide_02,이용자 피해 예방 센터,T월드
,,,,,use_cs_guide_03,필요서류 안내,T월드
,,,,,use_cs_guide_04,공지사항/서비스 장애 안내,ALL(Digital)
,,,use_cs_store,매장 찾기,use_cs_store_01,매장 검색,T월드
,,,,,use_cs_store_02,매장 상담 내역/AS센터 안내/임대폰 제공 매장,T월드
,,,use_cs_opinion,고객 의견 ,use_cs_opinion_01,칭찬합니다/설문 조사,T월드
,,,use_cs_pass,PASS지갑,use_cs_pass_01,신분증명/모두의증명/국민비서/전자문서지갑,T월드
,,,,,use_cs_pass_02,PASS 인증서 등록/관리,T월드
,,,,,use_cs_pass_03,금융거래용 인증,T월드
,,,use_cs_offline,[고객센터/대리점] 고객 지원,use_cs_offline_01,요금 문의/처리,"유통망, 고객센터"
,,,,,use_cs_offline_02,납부 관련 처리,"유통망, 고객센터"
,,,,,use_cs_offline_03,신고/분실/정지 처리,"유통망, 고객센터"
,,,,,use_cs_offline_04,명의변경/정보변경,"유통망, 고객센터"
,,,,,use_cs_offline_05,상품/서비스 변경 처리,"유통망, 고객센터"
,,,,,use_cs_offline_06,단순 불만 처리,"유통망, 고객센터"
,,,,,use_cs_offline_07,콜백 예약,"유통망, 고객센터"
,use_shop,쇼핑 관리,use_shop_order,주문 내역,use_shop_order_01,주문 내역 조회/비회원 주문조회,"T월드, T다이렉트, T우주"
,,,use_shop_review,구매 후기/문의,use_shop_review_01,구매후기 작성/조회 / 문의 내역,"T월드, T다이렉트, T우주"
,,,use_shop_delivery,배송 추적,use_shop_delivery_01,택배사/운송장번호 확인,T다이렉트
,,,,,use_shop_delivery_02,배송 상태 조회 (준비중/배송중/완료),T다이렉트
,,,use_shop_return,교환/반품,use_shop_return_01,교환/반품 신청,"T월드, T다이렉트, T우주"
,,,,,use_shop_return_02,교환/반품 FAQ 확인,"T월드, T다이렉트, T우주"
,,,use_shop_cancel,주문 취소/변경,use_shop_cancel_01,주문 취소 신청,"T월드, T다이렉트, T우주"
유지 및 확장,exp_devchg,기기변경,exp_devchg_notify,약정 만료 안내,exp_devchg_notify_01,약정 만료 사전 안내,T월드
,,,exp_devchg_check,기기변경 조건 확인,exp_devchg_check_01,현재 약정/할부 상태 확인,T월드
,,,,,exp_devchg_check_02,쓰던 폰 바로 보상 가격 확인,T월드
,,,,,exp_devchg_check_03,현재 약정 잔여기간/할인 조회,T월드
,,,ord_phone_order,디바이스 주문,exp_devchg_check_01,기기변경용 단말 리스트 조회,"T월드, T다이렉트"
,,,,,ord_phone_order_01,디바이스 및 디바이스 옵션 선택,"T월드, T다이렉트"
,,,,,ord_phone_order_02,배송방법 선택 (택배/바로도착/바로픽업),"T월드, T다이렉트"
,,,,,ord_phone_order_03,배송정보 작성 및 확인,"T월드, T다이렉트"
,,,ord_phone_form,주문서 작성,ord_phone_form_01,가입 유형 선택(기기변경),"T월드, T다이렉트"
,,,,,ord_phone_form_02,가입자 정보 확인,"T월드, T다이렉트"
,,,,,ord_phone_form_03,요금제 및 부가서비스 선택,"T월드, T다이렉트"
,,,,,ord_phone_form_04,휴대폰 보험 선택,"T월드, T다이렉트"
,,,,,ord_phone_form_05,할인 방법 및 할부기간 선택,"T월드, T다이렉트"
,,,,,ord_phone_form_06,예상 월 납부금액 확인,"T월드, T다이렉트"
,,,,,ord_phone_form_07,포인트 및 이용권 할인,"T월드, T다이렉트"
,,,,,ord_phone_form_08,혜택 선택 ,"T월드, T다이렉트"
,,,,,ord_phone_form_09,제휴 카드 신청,"T월드, T다이렉트"
,,,,,ord_phone_form_10,주문 확인(휴대폰 월 할부금/월 통신요금/월 납부금액),"T월드, T다이렉트"
,,,ord_phone_apply,신청서 작성,ord_phone_apply_01,본인 인증,"T월드, T다이렉트"
,,,,,ord_phone_apply_02,(미성년자) 법정대리인 인증,"T월드, T다이렉트"
,,,,,ord_phone_apply_03,(신규가입) 희망 번호 입력,"T월드, T다이렉트"
,,,,,ord_phone_apply_04,개인 정보 입력 (주소),"T월드, T다이렉트"
,,,,,ord_phone_apply_05,"SIM 구매 유무 및 USIM, eSIM 선택","T월드, T다이렉트"
,,,,,ord_phone_apply_06,납부 방식 선택 (계좌/카드) 및 유효성 체크,"T월드, T다이렉트"
,,,,,ord_phone_apply_07,"요금안내서 수신 방법 선택(Bill Letter앱, 문자, 이메일, T world)","T월드, T다이렉트"
,,,,,ord_phone_apply_08,휴대폰 배송 방법 선택 및 배송 정보 확인,"T월드, T다이렉트"
,,,,,ord_phone_apply_09,휴대폰 번호 인증,"T월드, T다이렉트"
,,,,,ord_phone_apply_10,부가서비스 선택,"T월드, T다이렉트"
,,,,,ord_phone_apply_11,제휴카드 할인 선택,"T월드, T다이렉트"
,,,,,ord_phone_apply_12,약관 동의,"T월드, T다이렉트"
,,,,,ord_phone_apply_13,결제하기,"T월드, T다이렉트"
,,,ord_phone_cart,장바구니,ord_phone_cart_01,장바구니 담기,T다이렉트
,,,,,ord_phone_cart_02,장바구니 조회,T다이렉트
,,,,,ord_phone_cart_03,장바구니 삭제,T다이렉트
,,,ord_phone_comp,주문 완료/내역,ord_act_self_01,주문완료 확인 / 주문내역 상세 확인,T다이렉트
,exp_line,USIM/eSIM 개통/추가,exp_line_type,추가 회선 유형 선택,exp_line_type_01,자녀/가족 회선 추가,T월드
,,,,,exp_line_type_02,태블릿/스마트워치 회선 추가,T월드
,,,exp_line_cond,회선 추가 조건 확인,exp_line_cond_01,듀얼 SIM 지원 확인,T월드
,,,ord_act_self,USIM/eSIM 신청서 작성,ord_act_self_01,SIM 유형 선택(USIM/eSIM),T다이렉트
,,,,,ord_act_self_02,요금제 선택 및 안내사항 확인,T다이렉트
,,,,,ord_act_self_03,월 납부 금액 확인,T다이렉트
,,,,,ord_act_self_04,유형 선택(기기변경),T다이렉트
,,,,,ord_act_self_05,(USIM) 유심 구매 여부 변경 (신규/기존),T다이렉트
,,,,,ord_act_self_06,IMEI(휴대폰식별번호) 입력,T다이렉트
,,,,,ord_act_self_07,본인인증 및 안내 사항 확인,T다이렉트
,,,,,ord_act_self_08,(신규가입) 희망번호 입력,T다이렉트
,,,,,ord_act_self_09,보험 서비스 추천,T다이렉트
,,,,,ord_act_self_10,(USIM) 배송정보 입력,T다이렉트
,,,,,ord_act_self_11,월 납부 금액 확인 및 안내 사항 확인,T다이렉트
,,,,,ord_act_self_12,요금 납부 정보 입력,T다이렉트
,,,,,ord_act_self_13,약관 동의 및 주문 완료,T다이렉트
,,,,,ord_act_self_14,주문 내역 조회,T다이렉트
,,,ord_act_setup,USIM/eSIM 휴대폰 세팅 ,ord_act_setup_01,휴대폰 USIM·eSIM 설정,T다이렉트
,,,,,ord_act_setup_03,(eSIM) 다운로드 및 활성화,T다이렉트
,,,,,ord_act_setup_02,데이터 옮기기,T다이렉트
,exp_net,인터넷/B tv 확장,ord_net_order,인터넷/B tv 가입,ord_net_order_01,인터넷&IPTV 주문/가입,
,,,ord_net_set,인터넷/B tv 설치 및 개통,ord_net_set_01,인터넷&IPTV 설치 및 개통,
,exp_sub,구독 확장/추가,exp_subexp_check,현재 구독 상태 확인,exp_subexp_check_01,현재 구독 상품/혜택 조회,T우주
,,,exp_subexp_upgrade,구독 업그레이드,exp_subexp_upgrade_01,상위 구독 상품 비교/전환,T우주
,,,exp_subexp_add,추가 상품 구독,exp_subexp_add_01,추가 구독 상품 가입,T우주
,exp_family,가족결합 신청/관리,exp_family_join,가족결합 신청,exp_family_join_01,T가족결합 신청/멤버 추가,T월드
,,,,,exp_family_join_02,가족결합 할인 시뮬레이션,T월드
,,,exp_family_mgmt,가족결합 관리,exp_family_mgmt_01,가족결합 멤버 조회/해제,T월드
,exp_offline,[대리점/고객센터] 변경 관리,exp_devchg_offline,[대리점] 기기변경 대면 처리,exp_devchg_offline_01,기기변경 시 선택약정 중단/할인 영향 안내,유통망
,,,,,exp_devchg_offline_02,기기변경 상담 (보상판매/할부 비교),유통망
,,,,,exp_devchg_offline_03,기기변경 개통 처리 (현장),유통망
,,,,,exp_devchg_offline_04,쓰던 폰 보상 접수,유통망
,,,exp_contract_call,[고객센터] 약정 연장/변경 전화 처리,exp_contract_call_01,약정 만료 안내 / 재약정 전화 상담,고객센터
,,,,,exp_contract_call_02,약정 해지 시 위약금 전화 안내,고객센터
,,,,,exp_contract_call_03,만료 안내 배너로 재약정/기변 유도,고객센터
,,,exp_family_offline,[대리점/고객센터] 가족결합 대면 관리,exp_family_offline_01,가족결합 멤버 추가/해제 (대면 서류),"유통망, 고객센터"
,,,,,exp_family_offline_02,전화 가족결합 변경,"유통망, 고객센터"
이탈,exit_line,회선 해지,exit_line_req,회선 해지 신청,exit_line_req_01,해지 신청,T월드
,,,,,exit_line_req_02,해지 사유 입력,T월드
,,,,,exit_line_req_03,이탈 방지 혜택/오퍼 제시,T월드
,,,exit_line_settle,회선 해지 확인 및 정산,exit_line_settle_01,"약정 할인, 잔여 할부금, 미납 요금 등 확인",T월드
,,,,,exit_line_settle_02,해지 영향 안내 (연동 서비스 변경),T월드
,,,,,exit_line_settle_03,해지 완료 안내 및 잔여 청구,T월드
,,,exit_line_call,[고객센터] 전화 해지,exit_line_call_01,해지 상담원 연결,고객센터
,,,,,exit_line_call_02,해지 방어 안내 ,고객센터
,,,,,exit_line_call_03,"해지 확정 처리, 해지 영향 안내",고객센터
,,,,,exit_line_call_04,해지 완료 안내 및 잔여 청구,고객센터
,,,exit_line_store,[대리점] 대면 해지,exit_line_store_01,해지 접수 (신분증 확인),유통망
,,,,,exit_line_store_02,"약정 할인, 잔여 할부금, 미납 요금 등 현장 안내",유통망
,,,,,exit_line_store_03,해지 방어 안내 ,유통망
,,,,,exit_line_store_04,해지 완료 안내 및 잔여 청구,유통망
,exit_unsub,T우주 구독 해지,exit_univ_req,T우주 해지 신청,exit_univ_req_01,해지 신청,T우주
,,,exit_univ_block,T우주 해지 확인,exit_univ_block_01,환불 금액 및 해지일 확인,T우주
,exit_addsvc,부가서비스 해지,exit_add_req,부가서비스 해지 신청,exit_add_req_01,부가서비스 해지,T월드
,,,exit_add_confirm,부가서비스 해지 확인,exit_add_confirm_01,해지 내역 및 해지일 확인,T월드
,,,exit_add_call,(고객센터/대리점) 부가서비스 해지,exit_add_call_01,부가서비스 해지 상담,"유통망, 고객센터"
,,,,,exit_add_call_02,해지 내역 및 해지일 확인,"유통망, 고객센터"
,exit_withdraw,회원 탈퇴,exit_withdraw_tid,T-ID 탈퇴,exit_withdraw_tid_01,T-ID 탈퇴 신청 및 탈퇴,T월드
,exit_net,인터넷/유선 해지,exit_net_req,유선 해지 신청,exit_net_req_01,인터넷/IPTV 해지 신청,T월드
,,,exit_net_settle,유선 해지 확인 및 정산,exit_line_settle_01,해지 신청,
,,,,,exit_line_settle_02,"약정 할인, 잔여 할부금, 미납 요금 등 확인",
,,,,,exit_line_settle_03,해지 완료 안내 및 잔여 청구,
